,FixedLocationID,Estuary,SectionName,StationName,StationNumber,ParcelName,ParcelArea,CultchDensity,LatitudeDec,LongitudeDec,Recruitment,Survey,Sediment,Collections,ShellBudget,Dataloggers,Cage,Wave,StartDate,EndDate,Comments,StationNameNumber,EstuaryLongName,DateLastCultched
623,S039,SS,N,SS Baywide 508,508,NA,NA,NA,29.37631,-83.1877,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 508,Suwannee Sound,NA
624,S043,SS,C,SS Baywide 1840,1840,NA,NA,NA,29.36131,-83.1849,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; bottom type recorded Mud; 1843 written,SS Baywide 1840,Suwannee Sound,NA
625,S046,SS,N,SS Baywide 39,39,NA,NA,NA,29.39806,-83.2119,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,"Depth Strata = Intertidal ; Bottom Type =  Mud ; Too deep to sample, dive site",SS Baywide 39,Suwannee Sound,NA
626,S048,SS,N,SS Baywide 172,172,NA,NA,NA,29.38478,-83.20081,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; bottom type recorded as Mud,SS Baywide 172,Suwannee Sound,NA
627,S047,SS,N,SS Baywide 272,272,NA,NA,NA,29.38809,-83.20275,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,"Depth Strata = Intertidal ; Bottom Type =  Mud ; Murky bottom, oysters absent",SS Baywide 272,Suwannee Sound,NA
628,S112,SS,S,SS Shell Budget 154 (2022),154,NA,NA,NA,29.15651,-83.02003,N,N,N,N,Y,N,N,N,1/1/2022,12/31/2022,NA,SS Shell Budget 154 (2022),Suwannee Sound,NA
629,S045,SS,N,SS Baywide 338,338,NA,NA,NA,29.40487,-83.21198,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,"Depth Strata = Intertidal ; Bottom Type =  Mud ; 338 too deep to sample, 575 in wildlife refuge",SS Baywide 338,Suwannee Sound,NA
630,S044,SS,N,SS Baywide 682,682,NA,NA,NA,29.40223,-83.20415,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; 592 inaccessible ,SS Baywide 682,Suwannee Sound,NA
631,S049,SS,S,SS Baywide 2461,2461,NA,NA,NA,29.17357,-82.96758,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 2461,Suwannee Sound,NA
632,S051,SS,C,SS Baywide 815,815,NA,NA,NA,29.2271,-83.08315,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; bottom type recorded as Mud,SS Baywide 815,Suwannee Sound,NA
633,S055,SS,C,SS Baywide 833,833,NA,NA,NA,29.23492,-83.08,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; bottom type recorded Sand; 821 coordinates = station 833; 821 station number = 1803,SS Baywide 833,Suwannee Sound,NA
634,S054,SS,C,SS Baywide 1534,1534,NA,NA,NA,29.2266,-83.07301,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,"Depth Strata = Intertidal ; Bottom Type =  Oyster ; 1534(=1535) sampled, 1490 written",SS Baywide 1534,Suwannee Sound,NA
635,S053,SS,C,SS Baywide 1933,1933,NA,NA,NA,29.2297,-83.07802,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; bottom type recorded Other - Hash; 1804 sampled 7/16/21?,SS Baywide 1933,Suwannee Sound,NA
636,S052,SS,C,SS Baywide 1939,1939,NA,NA,NA,29.22825,-83.07545,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; bottom type recorded Sand; 1804 written,SS Baywide 1939,Suwannee Sound,NA
637,S058,SS,S,SS Baywide 2245,2245,NA,NA,NA,29.22412,-83.08403,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 2245,Suwannee Sound,NA
638,S057,SS,S,SS Baywide 2559,2559,NA,NA,NA,29.22117,-83.07697,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 2559,Suwannee Sound,NA
639,S056,SS,S,SS Baywide 2591,2591,NA,NA,NA,29.22152,-83.07805,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; 2573 written,SS Baywide 2591,Suwannee Sound,NA
640,S059,SS,N,SS Baywide 86,86,NA,NA,NA,29.42391,-83.22615,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 86,Suwannee Sound,NA
641,S061,SS,N,SS Baywide 679,679,NA,NA,NA,29.40025,-83.20808,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 679,Suwannee Sound,NA
642,S060,SS,N,SS Baywide 689,689,NA,NA,NA,29.41045,-83.21147,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 689,Suwannee Sound,NA
643,S064,SS,N,SS Baywide 122,122,NA,NA,NA,29.42757,-83.2361,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Sand,SS Baywide 122,Suwannee Sound,NA
644,S065,SS,N,SS Baywide 127,127,NA,NA,NA,29.42193,-83.23926,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 127,Suwannee Sound,NA
645,S066,SS,N,SS Baywide 160,160,NA,NA,NA,29.4329,-83.24651,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 160,Suwannee Sound,NA
646,S063,SS,N,SS Baywide 362,362,NA,NA,NA,29.42602,-83.2222,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 362,Suwannee Sound,NA
647,S062,SS,N,SS Baywide 3333,3333,NA,NA,NA,29.40171,-83.2122,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,"Depth Strata = Intertidal ; Bottom Type =  Oyster ; no oysters at 330, 338 to deep to sample, alternate 575 inaccessible due to being in a wildlife refuge; nearby bar sampled and named 330338",SS Baywide 3333,Suwannee Sound,NA
648,S071,SS,S,SS Baywide 1983,1983,NA,NA,NA,29.21416,-83.1244,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Other ; hash,SS Baywide 1983,Suwannee Sound,NA
649,S072,SS,S,SS Baywide 1990,1990,NA,NA,NA,29.22587,-83.13418,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Other ; hash,SS Baywide 1990,Suwannee Sound,NA
650,S070,SS,S,SS Baywide 2006,2006,NA,NA,NA,29.19535,-83.0837,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; bottom type recorded Other - rock/sand,SS Baywide 2006,Suwannee Sound,NA
651,S069,SS,S,SS Baywide 2017,2017,NA,NA,NA,29.2091,-83.08304,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Sand ; and hash,SS Baywide 2017,Suwannee Sound,NA
652,S068,SS,S,SS Baywide 2195,2195,NA,NA,NA,29.20902,-83.08078,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Sand ; and hash,SS Baywide 2195,Suwannee Sound,NA
653,S067,SS,S,SS Baywide 2310,2310,NA,NA,NA,29.22153,-83.0801,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,"Depth Strata = Intertidal ; Bottom Type =  Oyster ; 2310 sampled, 2220 inaccessable ",SS Baywide 2310,Suwannee Sound,NA
654,S079,SS,N,SS Baywide 52,52,NA,NA,NA,29.40694,-83.2486,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Sand,SS Baywide 52,Suwannee Sound,NA
655,S078,SS,N,SS Baywide 59,59,NA,NA,NA,29.41571,-83.23704,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; and hash,SS Baywide 59,Suwannee Sound,NA
656,S077,SS,N,SS Baywide 114,114,NA,NA,NA,29.42678,-83.25308,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 114,Suwannee Sound,NA
657,S080,SS,N,SS Baywide 118,118,NA,NA,NA,29.427296,-83.254811,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,"Depth Strata = Intertidal ; Bottom Type =  Other ; hash; very close to station 190 and 114, substrate assessed with pole while boat was in motion, so no lat/long/WQ recorded; lat/long added from station list",SS Baywide 118,Suwannee Sound,NA
658,S076,SS,N,SS Baywide 190,190,NA,NA,NA,29.42887,-83.25917,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Other ; hash,SS Baywide 190,Suwannee Sound,NA
659,S074,SS,N,SS Baywide 399,399,NA,NA,NA,29.43355,-83.2621,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 399,Suwannee Sound,NA
660,S073,SS,N,SS Baywide 438,438,NA,NA,NA,29.44051,-83.2641,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; small bar,SS Baywide 438,Suwannee Sound,NA
661,S075,SS,N,SS Baywide 474,474,NA,NA,NA,29.4307,-83.26597,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 474,Suwannee Sound,NA
662,S081,SS,N,SS Baywide 68,68,NA,NA,NA,29.41899,-83.24773,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Sand ; sand; no quadrats WQ only,SS Baywide 68,Suwannee Sound,NA
663,S082,SS,N,SS Baywide 408,408,NA,NA,NA,29.435,-83.28376,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; Rock; sampled instead of 742,SS Baywide 408,Suwannee Sound,NA
664,S085,SS,N,SS Baywide 703,703,NA,NA,NA,29.428924,-83.282102,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Z ; Bottom Type =  Oyster ; Oysters on submerged pilings - lat/long and WQ not sampled due to being a navigational hazard; lat/long added from station list,SS Baywide 703,Suwannee Sound,NA
665,S083,SS,N,SS Baywide 708,708,NA,NA,NA,29.43004,-83.27578,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 708,Suwannee Sound,NA
666,S086,SS,N,SS Baywide 720,720,NA,NA,NA,29.431895,-83.282409,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,"Depth Strata = Z ; Bottom Type =  Sand ; no oysters; quick assessment pole, lat/long/WQ not recorded; lat/long added from station list",SS Baywide 720,Suwannee Sound,NA
667,S084,SS,N,SS Baywide 750,750,NA,NA,NA,29.4358,-83.2417,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,"Depth Strata = Intertidal ; Bottom Type =  Oyster ; sampled instead of 538, 538 very small",SS Baywide 750,Suwannee Sound,NA
668,S087,SS,S,SS Baywide 2137,2137,NA,NA,NA,29.16782,-83.03846,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 2137,Suwannee Sound,NA
669,S088,SS,S,SS Baywide 2155,2155,NA,NA,NA,29.17169,-83.05171,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Mud ; no oysters; did alternate station 2499,SS Baywide 2155,Suwannee Sound,NA
670,S090,SS,S,SS Baywide 2357,2357,NA,NA,NA,29.13972,-83.04516,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; WQ only due to time constraints,SS Baywide 2357,Suwannee Sound,NA
671,S089,SS,S,SS Baywide 2499,2499,NA,NA,NA,29.17619,-83.05768,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 2499,Suwannee Sound,NA
672,S050,SS,S,SS Baywide 2057,2057,NA,NA,NA,29.1598,-83.0049,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; 2057 written (2059 entered); bottom type recorded as Mud,SS Baywide 2057,Suwannee Sound,NA
673,S093,SS,S,SS Baywide 2258,2258,NA,NA,NA,29.1545,-83.02129,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 2258,Suwannee Sound,NA
674,S092,SS,S,SS Baywide 2301,2301,NA,NA,NA,29.16073,-83.00347,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; bottom type recorded as Other - Hash,SS Baywide 2301,Suwannee Sound,NA
675,S096,SS,S,SS Baywide 2378,2378,NA,NA,NA,29.14995,-83.02787,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; Not accessible at low tide,SS Baywide 2378,Suwannee Sound,NA
676,S095,SS,S,SS Baywide 2601,2601,NA,NA,NA,29.15211,-82.9805,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,"Depth Strata = Intertidal ; Bottom Type =  Sand ; deep, no oysters",SS Baywide 2601,Suwannee Sound,NA
677,S094,SS,S,SS Baywide 2602,2602,NA,NA,NA,29.16489,-82.299061,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,"Depth Strata = Intertidal ; Bottom Type =  Oyster ; bottom type recorded Other - Hash, actively fished, 3 oystermen nearby",SS Baywide 2602,Suwannee Sound,NA
678,S099,SS,N,SS Baywide 25,25,NA,NA,NA,29.38337,-83.20406,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Other,SS Baywide 25,Suwannee Sound,NA
679,S100,SS,N,SS Baywide 229,229,NA,NA,NA,29.38343,-83.19819,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; not sampled due to time constraints,SS Baywide 229,Suwannee Sound,NA
680,S098,SS,C,SS Baywide 1162,1162,NA,NA,NA,29.35165,-83.17591,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 1162,Suwannee Sound,NA
681,S097,SS,C,SS Baywide 1306,1306,NA,NA,NA,29.34637,-83.16977,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 1306,Suwannee Sound,NA
682,S091,SS,S,SS Baywide 2059,2059,NA,NA,NA,29.1598,-83.0049,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 2059,Suwannee Sound,NA
683,0601,SS,C,BR1,1,Big Reef,NA,NA,29.227506,-83.134162,N,Y,N,Y,Y,N,N,N,5/31/2023,12/31/2099,Harvest CA,BR 1-1,Suwannee Sound,NA
684,0602,SS,C,BR2,2,Big Reef,NA,NA,29.229101,-83.135887,N,Y,N,Y,Y,N,N,N,5/31/2023,12/31/2099,Harvest CA,BR 2-2,Suwannee Sound,NA
685,0603,SS,C,BR3,3,Big Reef,NA,NA,29.232573,-83.140765,N,Y,N,Y,Y,N,N,N,5/31/2023,12/31/2099,Harvest CA,BR 3-3,Suwannee Sound,NA
686,0604,SS,C,BR4,4,Big Reef,NA,NA,29.234098,-83.14252,N,Y,N,Y,Y,N,N,N,5/31/2023,12/31/2099,Harvest CA,BR 4-4,Suwannee Sound,NA
687,0605,SS,C,BR5,5,Big Reef,NA,NA,29.236775,-83.145457,N,Y,N,Y,Y,N,N,N,5/31/2023,12/31/2099,Harvest CA,BR 5-5,Suwannee Sound,NA
688,0606,SS,C,BR6,6,Big Reef,NA,NA,29.230952,-83.137835,N,Y,N,Y,Y,N,N,N,5/31/2023,12/31/2099,Harvest CA,BR 6-6,Suwannee Sound,NA
689,0607,SS,C,EP1,1,East Pass,NA,NA,29.264115,-83.110787,N,Y,N,Y,Y,N,N,N,5/31/2023,12/31/2099,Harvest PD,EP 1-1,Suwannee Sound,NA
690,0608,SS,C,EP2,2,East Pass,NA,NA,29.265635,-83.117404,N,Y,N,Y,Y,N,N,N,5/31/2023,12/31/2099,Harvest PD,EP 2-2,Suwannee Sound,NA
691,0609,SS,C,EP3,3,East Pass,NA,NA,29.262911,-83.104778,N,Y,N,Y,Y,N,N,N,5/31/2023,12/31/2099,Harvest PD,EP 3-3,Suwannee Sound,NA
692,0610,SS,C,EP4,4,East Pass,NA,NA,29.267521,-83.1077,N,Y,N,Y,Y,N,N,N,5/31/2023,12/31/2099,Harvest PD,EP 4-4,Suwannee Sound,NA
693,0611,SS,C,EP5,5,East Pass,NA,NA,29.264074,-83.112546,N,Y,N,Y,Y,N,N,N,5/31/2023,12/31/2099,Harvest PD,EP 5-5,Suwannee Sound,NA
694,0612,SS,C,EP6,6,East Pass,NA,NA,29.26903,-83.112424,N,Y,N,Y,Y,N,N,N,5/31/2023,12/31/2099,Harvest PD,EP 6-6,Suwannee Sound,NA
695,0613,SS,C,DI1,1,Deer Island,NA,NA,29.238714,-83.071096,N,Y,N,Y,Y,N,N,N,5/31/2023,12/31/2099,Harvest CR,DI 1-1,Suwannee Sound,NA
696,0614,SS,C,DI2,2,Deer Island,NA,NA,29.239916,-83.073884,N,Y,N,Y,Y,N,N,N,5/31/2023,12/31/2099,Harvest CR,DI 2-2,Suwannee Sound,NA
697,0615,SS,C,DI3,3,Deer Island,NA,NA,29.238382,-83.077701,N,Y,N,Y,Y,N,N,N,5/31/2023,12/31/2099,Harvest CR,DI 3-3,Suwannee Sound,NA
698,0616,SS,C,DI4,4,Deer Island,NA,NA,29.234109,-83.071512,N,Y,N,Y,Y,N,N,N,5/31/2023,12/31/2099,Harvest CR,DI 4-4,Suwannee Sound,NA
699,0530,AB,E,SBM Cat Point,11,Cat Point Shallow,2,NA,29.71913,-84.88368,N,N,N,N,Y,N,NA,NA,1/1/2023,12/31/2099,"Polygon Boundaries: 29.719500,-84.884333;29.719500,-84.883333;29.718667,-84.883333;29.718667,-84.884333",SBM Cat Point-Shallow,Apalachicola Bay,NA
700,L002,SL,S,SL S 27101_80156 2,2,NA,NA,NA,27.16891,-80.26056,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27101_80156,SL-S-27101_80156-2,St. Lucie,NA
701,L003,SL,S,SL S 27095_80151 3,3,NA,NA,NA,27.15987,-80.25291,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27095_80151,SL-S-27095_80151-3,St. Lucie,NA
702,L004,SL,S,SL S 27097_80154 4,4,NA,NA,NA,27.16244,-80.25765,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27097_80154,SL-S-27097_80154-4,St. Lucie,NA
703,L005,SL,S,SL S 27103_80154 5,5,NA,NA,NA,27.17318,-80.25802,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27103_80154,SL-S-27103_80154-5,St. Lucie,NA
704,L006,SL,S,SL S 27110_80160 6,6,NA,NA,NA,27.18403,-80.26783,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27110_80160,SL-S-27110_80160-6,St. Lucie,NA
705,L007,SL,S,SL S 27116_80161 7,7,NA,NA,NA,27.194167,-80.269167,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27116_80161,SL-S-27116_80161-7,St. Lucie,NA
706,L008,SL,S,SL S 27119_80160 8,8,NA,NA,NA,27.199167,-80.2675,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27119_80160,SL-S-27119_80160-8,St. Lucie,NA
707,L009,SL,S,SL S 27119_80160 9,9,NA,NA,NA,27.19937,-80.26736,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27119_80160,SL-S-27119_80160-9,St. Lucie,NA
708,L010,SL,N,SL N 27123_80163 10,10,NA,NA,NA,27.20514,-80.27326,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27123_80163,SL-N-27123_80163-10,St. Lucie,NA
709,L011,SL,N,SL N 27123_80166 11,11,NA,NA,NA,27.20551,-80.27799,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27123_80166,SL-N-27123_80166-11,St. Lucie,NA
710,L012,SL,N,SL N 27125_80170 12,12,NA,NA,NA,27.20844,-80.28346,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27125_80170,SL-N-27125_80170-12,St. Lucie,NA
711,L013,SL,N,SL N 27138_80180 13,13,NA,NA,NA,27.23125,-80.30147,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27138_80180,SL-N-27138_80180-13,St. Lucie,NA
712,L014,SL,N,SL N 27141_80189 14,14,NA,NA,NA,27.23653,-80.31596,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27141_80189,SL-N-27141_80189-14,St. Lucie,NA
713,L015,SL,N,SL N 27142_80189 15,15,NA,NA,NA,27.23761,-80.31611,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27142_80189,SL-N-27142_80189-15,St. Lucie,NA
714,L016,SL,N,SL N 27143_80192 16,16,NA,NA,NA,27.23917,-80.32083,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27143_80192,SL-N-27143_80192-16,St. Lucie,NA
715,L017,SL,N,SL N 27144_80189 17,17,NA,NA,NA,27.24148,-80.31653,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27144_80189,SL-N-27144_80189-17,St. Lucie,NA
716,L018,SL,N,SL N 27141_80174 18,18,NA,NA,NA,27.23592,-80.29164,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27141_80174,SL-N-27141_80174-18,St. Lucie,NA
717,L019,SL,N,SL N 27134_80167 19,19,NA,NA,NA,27.22374,-80.27995,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27134_80167,SL-N-27134_80167-19,St. Lucie,NA
718,L020,SL,N,SL N 27128_80164 20,20,NA,NA,NA,27.21404,-80.27465,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27128_80164,SL-N-27128_80164-20,St. Lucie,NA
719,L021,SL,C,SL C 27102_80121 21,21,NA,NA,NA,27.1707,-80.20212,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27102_80121,SL-C-27102_80121-21,St. Lucie,NA
720,L022,SL,C,SL C 27110_80123 22,22,NA,NA,NA,27.18399,-80.20572,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27110_80123,SL-C-27110_80123-22,St. Lucie,NA
721,L023,SL,C,SL C 27114_80125 23,23,NA,NA,NA,27.19052,-80.21,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27114_80125,SL-C-27114_80125-23,St. Lucie,NA
722,L024,SL,C,SL C 27122_80136 24,24,NA,NA,NA,27.20442,-80.2269,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27122_80136,SL-C-27122_80136-24,St. Lucie,NA
723,L025,SL,C,SL C 27120_80141 25,25,NA,NA,NA,27.20124,-80.23564,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27120_80141,SL-C-27120_80141-25,St. Lucie,NA
724,L026,SL,C,SL C 27120_80146 26,26,NA,NA,NA,27.20133,-80.24484,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27120_80146,SL-C-27120_80146-26,St. Lucie,NA
725,L027,SL,C,SL C 27119_80148 27,27,NA,NA,NA,27.19997,-80.24709,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27119_80148,SL-C-27119_80148-27,St. Lucie,NA
726,L028,SL,C,SL C 27119_80148 28,28,NA,NA,NA,27.19923,-80.24736,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27119_80148,SL-C-27119_80148-28,St. Lucie,NA
727,L029,SL,C,SL C 27125_80153 29,29,NA,NA,NA,27.20951,-80.25625,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27125_80153,SL-C-27125_80153-29,St. Lucie,NA
728,L030,SL,C,SL C 27125_80155 30,30,NA,NA,NA,27.20982,-80.25868,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27125_80155,SL-C-27125_80155-30,St. Lucie,NA
729,L031,SL,C,SL C 27126_80155 31,31,NA,NA,NA,27.21005,-80.2596,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27126_80155,SL-C-27126_80155-31,St. Lucie,NA
730,L032,SL,C,SL C 27128_80152 32,32,NA,NA,NA,27.21441,-80.25365,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27128_80152,SL-C-27128_80152-32,St. Lucie,NA
731,L033,SL,C,SL C 27128_80139 33,33,NA,NA,NA,27.21417,-80.2325,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27128_80139,SL-C-27128_80139-33,St. Lucie,NA
732,L034,SL,C,SL C 27129_80139 34,34,NA,NA,NA,27.21572,-80.23274,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27129_80139,SL-C-27129_80139-34,St. Lucie,NA
733,L035,SL,C,SL C 27131_80135 35,35,NA,NA,NA,27.21931,-80.2265,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27131_80135,SL-C-27131_80135-35,St. Lucie,NA
734,T001,TB,H,TB H 27512_82226 9,9,NA,NA,NA,27.85417,-82.3775,N,Y,N,N,N,N,N,N,5/31/2023,7/1/2023,27512_82226,TB-H-27512_82226-9,Tampa Bay,NA
735,0617,SS,C,DI5,5,Deer Island,NA,NA,29.230807,-83.077128,N,Y,N,Y,Y,N,N,N,5/31/2023,12/31/2099,Harvest CR,DI 5-5,Suwannee Sound,NA
736,T002,TB,H,TB H 27513_82227 10,10,NA,NA,NA,27.85583,-82.37917,N,Y,N,N,N,N,N,N,5/31/2023,7/1/2023,27513_82227,TB-H-27513_82227-10,Tampa Bay,NA
737,T003,TB,H,TB H 27513_82226 11,11,NA,NA,NA,27.85583,-82.3775,N,Y,N,N,N,N,N,N,5/31/2023,7/1/2023,27513_82226,TB-H-27513_82226-11,Tampa Bay,NA
738,T004,TB,H,TB H 27516_82228 12,12,NA,NA,NA,27.86083,-82.38083,N,Y,N,N,N,N,N,N,5/31/2023,7/1/2023,27516_82228,TB-H-27516_82228-12,Tampa Bay,NA
739,T005,TB,H,TB H 27516_82229 13,13,NA,NA,NA,27.8608,-82.3829,N,Y,N,N,N,N,N,N,5/31/2023,7/1/2023,27516_82229,TB-H-27516_82229-13,Tampa Bay,NA
