"","SampleEventWQID","SampleEventID","Temperature","Salinity","DissolvedOxygen","pH","Depth","SampleDepth","Secchi","TurbidityYSI","TurbidityHach","Comments","CollectionTime","PercentDissolvedOxygen","YSICalibration","YSINotes"
"4819","ABRCRT_20171107_1_0100_1_01","ABRCRT_20171107_1_0100_1",22.3,27.05,7.47,8.14,1.5,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"4820","ABRCRT_20171211_1_0158_1_01","ABRCRT_20171211_1_0158_1",10.6,25.13,10.26,8.25,1.75,NA,1.75,NA,NA,NA,NA,NA,NA,NA
"4821","ABRCRT_20171211_1_0162_1_01","ABRCRT_20171211_1_0162_1",10.6,25.38,10.03,8.23,1.75,NA,1,NA,NA,NA,NA,NA,NA,NA
"4822","ABRCRT_20171211_1_0011_1_01","ABRCRT_20171211_1_0011_1",11.8,24.52,9.57,8.16,1.5,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"4823","ABRCRT_20171211_1_0019_1_01","ABRCRT_20171211_1_0019_1",10.6,22.53,9.77,8.09,1.5,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"4824","ABRCRT_20171211_1_0090_1_01","ABRCRT_20171211_1_0090_1",11.1,26.18,9.68,8.15,3,NA,2,NA,NA,NA,NA,NA,NA,NA
"4825","ABRCRT_20171211_1_0098_1_01","ABRCRT_20171211_1_0098_1",11.2,26.46,9.54,8.12,1.25,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"4826","ABRCRT_20171211_1_0102_1_01","ABRCRT_20171211_1_0102_1",11.1,23.93,9.56,8.09,3,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"4827","ABRCRT_20180116_1_0155_1_01","ABRCRT_20180116_1_0155_1",11.4,24.81,13.43,8.66,0.75,NA,0.75,NA,NA,"DO and pH outside expected range; ",NA,NA,NA,NA
"4828","ABRCRT_20180116_1_0160_1_01","ABRCRT_20180116_1_0160_1",10.2,18.54,11.29,8.63,1.5,NA,1,NA,NA,"pH outside expected range; ",NA,NA,NA,NA
"4829","ABRCRT_20180116_1_0167_1_01","ABRCRT_20180116_1_0167_1",10.5,27.79,10.39,8.52,0.75,NA,0.75,NA,NA,"pH outside expected range; ",NA,NA,NA,NA
"4830","ABRCRT_20180116_1_0007_1_01","ABRCRT_20180116_1_0007_1",10.2,13.94,11.61,8.67,1.5,NA,1.25,NA,NA,"pH outside expected range; ",NA,NA,NA,NA
"4831","ABRCRT_20180116_1_0016_1_01","ABRCRT_20180116_1_0016_1",9.9,24.04,10.79,8.26,2,NA,1.25,NA,NA,"Temp outside expected range; ",NA,NA,NA,NA
"4832","ABRCRT_20180116_1_0024_1_01","ABRCRT_20180116_1_0024_1",9.7,21.56,11.11,8.53,1.5,NA,1.25,NA,NA,"pH outside expected range; ",NA,NA,NA,NA
"4833","ABRCRT_20180116_1_0096_1_01","ABRCRT_20180116_1_0096_1",9.6,25.38,10.68,8.51,1,NA,1,NA,NA,"Temp  and pH outside expected range; ",NA,NA,NA,NA
"4834","ABRCRT_20180116_1_0100_1_01","ABRCRT_20180116_1_0100_1",10.6,29.64,9.89,8.45,1.5,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"4835","ABRCRT_20180213_1_0158_1_01","ABRCRT_20180213_1_0158_1",18.4,10.25,9.48,8.8,1.5,NA,1,NA,NA,"pH outside expected range; ",NA,NA,NA,NA
"4836","ABRCRT_20180213_1_0162_1_01","ABRCRT_20180213_1_0162_1",18.3,11.07,9.78,8.8,1.75,NA,1.25,NA,NA,"pH outside expected range; ",NA,NA,NA,NA
"4837","ABRCRT_20180213_1_0011_1_01","ABRCRT_20180213_1_0011_1",17.8,15.58,8.55,8.55,1.25,NA,1,NA,NA,"pH outside expected range; ",NA,NA,NA,NA
"4838","ABRCRT_20180213_1_0019_1_01","ABRCRT_20180213_1_0019_1",17.2,27.4,8.23,8.29,1.25,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"4839","ABRCRT_20180213_1_0090_1_01","ABRCRT_20180213_1_0090_1",17.3,30.02,8.04,8.35,2.5,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"4840","ABRCRT_20180213_1_0098_1_01","ABRCRT_20180213_1_0098_1",17.1,31.29,8.18,8.36,1.25,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"4841","ABRCRT_20180213_1_0102_1_01","ABRCRT_20180213_1_0102_1",17.1,26.82,8.25,8.34,1.25,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"4842","ABRCRT_20180314_1_0155_1_01","ABRCRT_20180314_1_0155_1",15.7,33.83,8.39,8.14,1,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"4843","ABRCRT_20180314_1_0160_1_01","ABRCRT_20180314_1_0160_1",16,28.37,9.26,8.26,1.5,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"4844","ABRCRT_20180314_1_0167_1_01","ABRCRT_20180314_1_0167_1",16.9,34.03,8.06,8.17,1,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"4845","ABRCRT_20180314_1_0007_1_01","ABRCRT_20180314_1_0007_1",16,11.3,9.69,8.26,1.75,NA,1,NA,NA,NA,NA,NA,NA,NA
"4846","ABRCRT_20180314_1_0016_1_01","ABRCRT_20180314_1_0016_1",14.9,14.86,8.81,8.16,2.25,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"4847","ABRCRT_20180314_1_0024_1_01","ABRCRT_20180314_1_0024_1",15.2,7.99,9.25,8.15,1.75,NA,1,NA,NA,NA,NA,NA,NA,NA
"4848","ABRCRT_20180314_1_0096_1_01","ABRCRT_20180314_1_0096_1",14.8,15.34,8.85,8.23,1.25,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"4849","ABRCRT_20180314_1_0100_1_01","ABRCRT_20180314_1_0100_1",15.1,13.38,9.14,8.24,2,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"4850","ABRCRT_20180511_1_0155_1_01","ABRCRT_20180511_1_0155_1",26.8,21.97,7.4,8.11,1.25,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"4851","ABRCRT_20180511_1_0160_1_01","ABRCRT_20180511_1_0160_1",26,27.69,7.06,8.06,1.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"4852","ABRCRT_20180511_1_0167_1_01","ABRCRT_20180511_1_0167_1",27.1,28.33,6.61,8.03,1.25,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"4853","ABRCRT_20180511_1_0007_1_01","ABRCRT_20180511_1_0007_1",27,15.36,7.43,8.18,1.75,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"4854","ABRCRT_20180511_1_0016_1_01","ABRCRT_20180511_1_0016_1",25.8,14.8,8.38,8.31,2.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"4855","ABRCRT_20180511_1_0024_1_01","ABRCRT_20180511_1_0024_1",26.4,17.13,7.26,8.2,2,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"4856","ABRCRT_20180511_1_0096_1_01","ABRCRT_20180511_1_0096_1",25.4,12.83,8.27,8.33,1.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"4857","ABRCRT_20180511_1_0100_1_01","ABRCRT_20180511_1_0100_1",26,18.18,7.2,8.14,2.25,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"4858","ABRCRT_20180615_1_0158_1_01","ABRCRT_20180615_1_0158_1",27.8,14.7,7.55,8.31,2,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"4859","ABRCRT_20180615_1_0162_1_01","ABRCRT_20180615_1_0162_1",27.4,11.89,7.17,7.95,2.25,NA,1,NA,NA,NA,NA,NA,NA,NA
"4860","ABRCRT_20180614_1_0011_1_01","ABRCRT_20180614_1_0011_1",27.5,14.48,4.67,7.68,2,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"4861","ABRCRT_20180614_1_0019_1_01","ABRCRT_20180614_1_0019_1",28.2,13.51,6.25,7.98,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"4862","ABRCRT_20180614_1_0090_1_01","ABRCRT_20180614_1_0090_1",28.3,14.02,5.56,7.89,3.25,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"4863","ABRCRT_20180614_1_0098_1_01","ABRCRT_20180614_1_0098_1",28,16.47,6.22,8.04,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"4864","ABRCRT_20180614_1_0102_1_01","ABRCRT_20180614_1_0102_1",27.6,12.89,5.62,7.84,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"4865","ABRCRT_20180713_1_0155_1_01","ABRCRT_20180713_1_0155_1",30.9,19.2,5.57,NA,1.25,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"4866","ABRCRT_20180713_1_0160_1_01","ABRCRT_20180713_1_0160_1",31.2,17,7.11,NA,1.75,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"4867","ABRCRT_20180713_1_0167_1_01","ABRCRT_20180713_1_0167_1",31.8,19.1,6.48,NA,1.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"4868","ABRCRT_20180713_1_0007_1_01","ABRCRT_20180713_1_0007_1",31.6,11.7,5.69,NA,2.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"4869","ABRCRT_20180713_1_0016_1_01","ABRCRT_20180713_1_0016_1",31.1,31.7,5.28,NA,2.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"4870","ABRCRT_20180713_1_0024_1_01","ABRCRT_20180713_1_0024_1",31.3,19.7,4.9,NA,2.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"4871","ABRCRT_20180713_1_0096_1_01","ABRCRT_20180713_1_0096_1",30.8,19.2,5.2,NA,1.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"4872","ABRCRT_20180713_1_0100_1_01","ABRCRT_20180713_1_0100_1",31.2,24.9,5.73,NA,2.5,NA,1,NA,NA,NA,NA,NA,NA,NA
"4873","ABRCRT_20180813_1_0158_1_01","ABRCRT_20180813_1_0158_1",29.9,20.8,4.24,NA,1.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"4874","ABRCRT_20180813_1_0162_1_01","ABRCRT_20180813_1_0162_1",29.8,13.8,5,NA,2,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"4875","ABRCRT_20180813_1_0011_1_01","ABRCRT_20180813_1_0011_1",29.5,6.4,5.6,NA,1.75,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"4876","ABRCRT_20180813_1_0019_1_01","ABRCRT_20180813_1_0019_1",29.4,9.3,6.04,NA,2,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"4877","ABRCRT_20180813_1_0090_1_01","ABRCRT_20180813_1_0090_1",29.7,11.7,5.65,NA,3.25,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"4878","ABRCRT_20180813_1_0098_1_01","ABRCRT_20180813_1_0098_1",29.4,13.8,6.55,NA,2,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"4879","ABRCRT_20180813_1_0102_1_01","ABRCRT_20180813_1_0102_1",29.7,8.6,5.33,NA,2,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"4880","ABRCRT_20180911_1_0155_1_01","ABRCRT_20180911_1_0155_1",29.7,13.75,8.83,8.91,1.25,NA,0.75,NA,NA,"DO and pH outside expected range; ",NA,NA,NA,NA
"4881","ABRCRT_20180911_1_0160_1_01","ABRCRT_20180911_1_0160_1",29.7,19.51,6.95,8.74,1.5,NA,1,NA,NA,"pH outside expected range; ",NA,NA,NA,NA
"4882","ABRCRT_20180911_1_0167_1_01","ABRCRT_20180911_1_0167_1",29.6,14.12,8.48,8.99,1,NA,0.5,NA,NA,"DO and pH outside expected range; ",NA,NA,NA,NA
"4883","ABRCRT_20180911_1_0007_1_01","ABRCRT_20180911_1_0007_1",29,7.53,7.48,8.22,2.25,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"4884","ABRCRT_20180911_1_0016_1_01","ABRCRT_20180911_1_0016_1",29.5,20.11,6.41,7.93,2.75,NA,1,NA,NA,NA,NA,NA,NA,NA
"4885","ABRCRT_20180911_1_0024_1_01","ABRCRT_20180911_1_0024_1",29.8,21.07,5.92,8.48,2,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"4886","ABRCRT_20180911_1_0096_1_01","ABRCRT_20180911_1_0096_1",29.4,20.38,6.48,8.44,1.75,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"4887","ABRCRT_20180911_1_0100_1_01","ABRCRT_20180911_1_0100_1",29.8,25.36,6.86,8.57,2,NA,1.5,NA,NA,"pH outside expected range; ",NA,NA,NA,NA
"4888","ABRCRT_20181028_1_0158_1_01","ABRCRT_20181028_1_0158_1",21.4,21.21,8.33,8.01,1.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"4889","ABRCRT_20181028_1_0162_1_01","ABRCRT_20181028_1_0162_1",21.4,21.96,7.4,7.88,1.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"4890","ABRCRT_20181028_1_0011_1_01","ABRCRT_20181028_1_0011_1",22.1,16.84,5.91,8.16,1.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"4891","ABRCRT_20181028_1_0019_1_01","ABRCRT_20181028_1_0019_1",20.5,16.38,7.58,8.42,1.75,NA,1,NA,NA,NA,NA,NA,NA,NA
"4892","ABRCRT_20181028_1_0090_1_01","ABRCRT_20181028_1_0090_1",21,19.88,7.08,7.87,2.75,NA,1,NA,NA,NA,NA,NA,NA,NA
"4893","ABRCRT_20181028_1_0098_1_01","ABRCRT_20181028_1_0098_1",20.8,18.08,7.54,7.76,1.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"4894","ABRCRT_20181028_1_0102_1_01","ABRCRT_20181028_1_0102_1",20.7,15.69,7.17,8.11,3.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"4895","ABRCRT_20181128_1_0007_1_01","ABRCRT_20181128_1_0007_1",13.7,0.08,8.46,8.07,1.5,NA,0.75,NA,NA,"Salinity outside expected range; ",NA,NA,NA,NA
"4896","ABRCRT_20181128_1_0016_1_01","ABRCRT_20181128_1_0016_1",14.1,10.17,9.98,8.05,2,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"4897","ABRCRT_20181128_1_0024_1_01","ABRCRT_20181128_1_0024_1",13,3.39,9.84,8.15,1.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"4898","ABRCRT_20181128_1_0096_1_01","ABRCRT_20181128_1_0096_1",13.5,7.29,10.06,8.02,1,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"4899","ABSRVY_20150325_1_0096_1_01","ABSRVY_20150325_1_0096_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4900","ABSRVY_20150325_1_0105_1_01","ABSRVY_20150325_1_0105_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4901","ABSRVY_20150519_1_0018_1_01","ABSRVY_20150519_1_0018_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4902","ABSRVY_20150519_1_0018_2_01","ABSRVY_20150519_1_0018_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4903","ABSRVY_20150519_1_0018_3_01","ABSRVY_20150519_1_0018_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4904","ABSRVY_20150520_1_0006_1_01","ABSRVY_20150520_1_0006_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4905","ABSRVY_20150520_1_0006_2_01","ABSRVY_20150520_1_0006_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4906","ABSRVY_20150520_1_0010_1_01","ABSRVY_20150520_1_0010_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4907","ABSRVY_20150520_1_0010_2_01","ABSRVY_20150520_1_0010_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4908","ABSRVY_20150520_1_0015_1_01","ABSRVY_20150520_1_0015_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4909","ABSRVY_20150520_1_0024_1_01","ABSRVY_20150520_1_0024_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4910","ABSRVY_20150623_1_0096_1_01","ABSRVY_20150623_1_0096_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4911","ABSRVY_20150623_1_0105_1_01","ABSRVY_20150623_1_0105_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4912","ABSRVY_20150811_1_0089_1_01","ABSRVY_20150811_1_0089_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4913","ABSRVY_20150811_1_0089_2_01","ABSRVY_20150811_1_0089_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4914","ABSRVY_20150811_1_0089_3_01","ABSRVY_20150811_1_0089_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4915","ABSRVY_20150811_1_0096_1_01","ABSRVY_20150811_1_0096_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4916","ABSRVY_20150811_1_0105_1_01","ABSRVY_20150811_1_0105_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4917","ABSRVY_20150811_1_0098_1_01","ABSRVY_20150811_1_0098_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4918","ABSRVY_20150811_1_0100_1_01","ABSRVY_20150811_1_0100_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4919","ABSRVY_20150812_1_0153_1_01","ABSRVY_20150812_1_0153_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4920","ABSRVY_20150812_1_0158_1_01","ABSRVY_20150812_1_0158_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4921","ABSRVY_20150812_1_0160_1_01","ABSRVY_20150812_1_0160_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4922","ABSRVY_20150812_1_0162_1_01","ABSRVY_20150812_1_0162_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4923","ABSRVY_20150812_1_0165_1_01","ABSRVY_20150812_1_0165_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4924","ABSRVY_20150909_1_0006_1_01","ABSRVY_20150909_1_0006_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4925","ABSRVY_20150909_1_0010_1_01","ABSRVY_20150909_1_0010_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4926","ABSRVY_20150909_1_0015_1_01","ABSRVY_20150909_1_0015_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4927","ABSRVY_20150909_1_0018_1_01","ABSRVY_20150909_1_0018_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4928","ABSRVY_20150909_1_0024_1_01","ABSRVY_20150909_1_0024_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4929","ABSRVY_20151030_1_0090_1_01","ABSRVY_20151030_1_0090_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4930","ABSRVY_20151030_1_0096_1_01","ABSRVY_20151030_1_0096_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4931","ABSRVY_20151030_1_0105_1_01","ABSRVY_20151030_1_0105_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4932","ABSRVY_20160429_1_0007_1_01","ABSRVY_20160429_1_0007_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4933","ABSRVY_20160429_1_0011_1_01","ABSRVY_20160429_1_0011_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4934","ABSRVY_20160429_1_0016_1_01","ABSRVY_20160429_1_0016_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4935","ABSRVY_20160429_1_0019_1_01","ABSRVY_20160429_1_0019_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4936","ABSRVY_20160429_1_0024_1_01","ABSRVY_20160429_1_0024_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4937","ABSRVY_20160609_1_0090_1_01","ABSRVY_20160609_1_0090_1",NA,NA,NA,NA,2,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4938","ABSRVY_20160609_1_0096_1_01","ABSRVY_20160609_1_0096_1",NA,NA,NA,NA,1.75,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4939","ABSRVY_20160609_1_0105_1_01","ABSRVY_20160609_1_0105_1",NA,NA,NA,NA,1.5,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4940","ABSRVY_20160609_1_0098_1_01","ABSRVY_20160609_1_0098_1",NA,NA,NA,NA,2,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4941","ABSRVY_20160609_1_0100_1_01","ABSRVY_20160609_1_0100_1",NA,NA,NA,NA,2,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4942","ABSRVY_20160609_1_0102_1_01","ABSRVY_20160609_1_0102_1",NA,NA,NA,NA,2,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4943","ABSRVY_20160613_1_0155_1_01","ABSRVY_20160613_1_0155_1",NA,NA,NA,NA,1.25,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4944","ABSRVY_20160613_1_0158_1_01","ABSRVY_20160613_1_0158_1",NA,NA,NA,NA,2,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4945","ABSRVY_20160613_1_0160_1_01","ABSRVY_20160613_1_0160_1",NA,NA,NA,NA,1.75,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4946","ABSRVY_20160613_1_0162_1_01","ABSRVY_20160613_1_0162_1",NA,NA,NA,NA,2,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4947","ABSRVY_20160613_1_0167_1_01","ABSRVY_20160613_1_0167_1",NA,NA,NA,NA,1.25,NA,NA,NA,NA,"WQ not recorded",NA,NA,NA,NA
"4948","ABSRVY_20160722_1_0090_1_01","ABSRVY_20160722_1_0090_1",NA,NA,NA,NA,1.75,NA,NA,NA,NA,"No WQ recorded except depth",NA,NA,NA,NA
"4949","ABSRVY_20160722_1_0096_1_01","ABSRVY_20160722_1_0096_1",NA,NA,NA,NA,1.75,NA,NA,NA,NA,"No WQ recorded except depth",NA,NA,NA,NA
"4950","ABSRVY_20160722_1_0105_1_01","ABSRVY_20160722_1_0105_1",NA,NA,NA,NA,1.5,NA,NA,NA,NA,"No WQ recorded except depth",NA,NA,NA,NA
"4951","ABSRVY_20160722_1_0098_1_01","ABSRVY_20160722_1_0098_1",NA,NA,NA,NA,1.75,NA,NA,NA,NA,"No WQ recorded except depth",NA,NA,NA,NA
"4952","ABSRVY_20160722_1_0100_1_01","ABSRVY_20160722_1_0100_1",NA,NA,NA,NA,2.25,NA,NA,NA,NA,"No WQ recorded except depth",NA,NA,NA,NA
"4953","ABSRVY_20160722_1_0102_1_01","ABSRVY_20160722_1_0102_1",NA,NA,NA,NA,2.25,NA,NA,NA,NA,"No WQ recorded except depth",NA,NA,NA,NA
"4954","ABSRVY_20160727_1_0155_1_01","ABSRVY_20160727_1_0155_1",NA,NA,NA,NA,1.5,NA,NA,NA,NA,"No WQ recorded except depth",NA,NA,NA,NA
"4955","ABSRVY_20160727_1_0158_1_01","ABSRVY_20160727_1_0158_1",NA,NA,NA,NA,2.25,NA,NA,NA,NA,"No WQ recorded except depth",NA,NA,NA,NA
"4956","ABSRVY_20160727_1_0160_1_01","ABSRVY_20160727_1_0160_1",NA,NA,NA,NA,2.25,NA,NA,NA,NA,"No WQ recorded except depth",NA,NA,NA,NA
"4957","ABSRVY_20160727_1_0162_1_01","ABSRVY_20160727_1_0162_1",NA,NA,NA,NA,2.25,NA,NA,NA,NA,"No WQ recorded except depth",NA,NA,NA,NA
"4958","ABSRVY_20160727_1_0162_2_01","ABSRVY_20160727_1_0162_2",NA,NA,NA,NA,2.25,NA,NA,NA,NA,"No WQ recorded except depth",NA,NA,NA,NA
"4959","ABSRVY_20160727_1_0167_1_01","ABSRVY_20160727_1_0167_1",NA,NA,NA,NA,1.5,NA,NA,NA,NA,"No WQ recorded except depth",NA,NA,NA,NA
"4960","ABSRVY_20160927_1_0007_1_01","ABSRVY_20160927_1_0007_1",NA,NA,NA,NA,2.25,NA,NA,NA,NA,"No WQ recorded except depth",NA,NA,NA,NA
"4961","ABSRVY_20160927_1_0011_1_01","ABSRVY_20160927_1_0011_1",NA,NA,NA,NA,2,NA,NA,NA,NA,"No WQ recorded except depth",NA,NA,NA,NA
"4962","ABSRVY_20160927_1_0016_1_01","ABSRVY_20160927_1_0016_1",NA,NA,NA,NA,2.75,NA,NA,NA,NA,"No WQ recorded except depth",NA,NA,NA,NA
"4963","ABSRVY_20160927_1_0019_1_01","ABSRVY_20160927_1_0019_1",NA,NA,NA,NA,2.25,NA,NA,NA,NA,"No WQ recorded except depth",NA,NA,NA,NA
"4964","ABSRVY_20160927_1_0024_1_01","ABSRVY_20160927_1_0024_1",NA,NA,NA,NA,2.5,NA,NA,NA,NA,"No WQ recorded except depth",NA,NA,NA,NA
"4965","ABSRVY_20170502_1_0007_1_01","ABSRVY_20170502_1_0007_1",NA,NA,NA,NA,2.25,NA,NA,NA,NA,"No WQ recorded except depth",NA,NA,NA,NA
"4966","ABSRVY_20170502_1_0011_1_01","ABSRVY_20170502_1_0011_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No WQ recorded",NA,NA,NA,NA
"4967","ABSRVY_20170502_1_0016_1_01","ABSRVY_20170502_1_0016_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No WQ recorded",NA,NA,NA,NA
"4968","ABSRVY_20170502_1_0019_1_01","ABSRVY_20170502_1_0019_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No WQ recorded",NA,NA,NA,NA
"4969","ABSRVY_20170502_1_0024_1_01","ABSRVY_20170502_1_0024_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No WQ recorded",NA,NA,NA,NA
"4970","ABSRVY_20170626_1_0090_1_01","ABSRVY_20170626_1_0090_1",NA,NA,NA,NA,1.75,NA,NA,NA,NA,"No WQ recorded except depth",NA,NA,NA,NA
"4971","ABSRVY_20170626_1_0096_1_01","ABSRVY_20170626_1_0096_1",NA,NA,NA,NA,1.5,NA,NA,NA,NA,"No WQ recorded except depth",NA,NA,NA,NA
