"OysterID","Date","Section","StationName","Station","ShellHeight","ShellLength","ShellWidth","TotalWeight","TarePanWeight","TissueWetWeight","ShellWetWeight","TissueDryWeight","ShellDryWeight"
"ABEC2211-23",2022-11-01,"E","Easthole",12,68.08,51.64,31.83,63.47,0.97,6.53,53.27,2.23,48.01
"ABEC2211-24",2022-11-01,"E","Easthole",12,75.61,51.5,30.05,82.23,1,10.23,60.75,2.65,53.81
"ABEC2211-25",2022-11-01,"E","Easthole",12,92.8,73.27,43.4,202.29,1,16.89,167.62,3.83,147.95
"ABEC2211-01",2022-11-01,"E","Cat Point",11,60.37,55.22,25.75,53.98,1.01,7.05,43.87,2.24,40.78
"ABEC2211-02",2022-11-01,"E","Cat Point",11,62.45,48.39,26.11,43.2,1.01,7.98,30.43,2.63,27.53
"ABEC2211-03",2022-11-01,"E","Cat Point",11,62.04,59.71,31.68,55.62,1.02,5.32,43.92,1.83,42.06
"ABEC2211-04",2022-11-01,"E","Cat Point",11,78.21,59.66,43.17,108.22,1.01,9.02,89.6,2.77,77.55
"ABEC2211-05",2022-11-01,"E","Cat Point",11,83.58,58.06,42.89,119.56,0.98,8.97,92.65,2.49,77.97
"ABEC2211-06",2022-11-01,"E","Cat Point",11,69.83,48.72,32.24,66.9,1.01,6.38,54.02,2.24,52.06
"ABEC2211-07",2022-11-01,"E","Cat Point",11,81.11,60.12,34.98,105.48,1,9.5,75.94,2.46,69.69
"ABEC2211-08",2022-11-01,"E","Cat Point",11,100.09,71.77,44.53,194.71,1,14.29,158.01,3.31,136.43
"ABEC2211-09",2022-11-01,"E","Cat Point",11,77.19,51.72,35.01,87.94,1,8.95,69.91,2.75,66.13
"ABEC2211-10",2022-11-01,"E","Cat Point",11,63.85,47.85,27.54,47.74,0.99,6.19,37.72,2.11,35.34
"ABEC2211-11",2022-11-01,"E","Cat Point",11,99.79,66.75,49.03,226.5,0.99,16.29,180.64,3.83,158.32
"ABEC2211-12",2022-11-01,"E","Cat Point",11,57.72,44.23,25.74,41.96,0.99,5.59,33.72,2.03,31.28
"ABEC2211-13",2022-11-01,"E","Cat Point",11,82.36,52.91,29.88,81.01,1,12.3,59.1,3.13,53.49
"ABCC2211-18",2022-11-01,"C","East Lumps",10,69.68,52.81,28.08,68.72,0.99,13.13,53.04,2.83,48.75
"ABCC2211-19",2022-11-01,"C","East Lumps",10,67.94,48,31.41,68.17,1.01,9.08,57.68,2.47,55.32
"ABCC2211-20",2022-11-01,"C","East Lumps",10,80.26,49.44,30.24,96.44,0.98,15.2,78.27,3.14,75.1
"ABCC2211-21",2022-11-01,"C","East Lumps",10,68.88,52.62,34.13,80.22,0.98,12.2,64.53,2.74,62.54
"ABCC2211-22",2022-11-01,"C","East Lumps",10,65.54,47.92,25.82,62.54,0.98,7.88,55.16,2.08,51.63
"ABCC2211-23",2022-11-01,"C","East Lumps",10,67.79,50.78,32.38,77.96,0.99,9.07,66.08,2.64,62.75
"ABCC2211-24",2022-11-01,"C","East Lumps",10,77.65,53.92,28.43,90.07,0.99,13.79,74.88,2.91,71.8
"ABCC2211-25",2022-11-01,"C","East Lumps",10,68.01,46.54,33.84,77.92,0.98,11.6,63.05,2.72,58.81
"ABCC2211-08",2022-11-01,"C","Lighthouse",7,73.65,47.77,30.12,64.91,0.99,11.46,50.3,2.74,47.51
"ABCC2211-09",2022-11-01,"C","Lighthouse",7,73.41,48.98,37.91,80.1,0.99,8.43,67.56,2.5,64.16
"ABCC2211-10",2022-11-01,"C","Lighthouse",7,89.45,57.95,34.65,139.87,0.97,15.1,112.41,3.18,104.33
"ABCC2211-11",2022-11-01,"C","Lighthouse",7,70.12,55.01,29.07,77.57,0.97,9.44,64.36,2.76,60.35
"ABCC2211-12",2022-11-01,"C","Lighthouse",7,63.29,51.15,28.5,61.58,0.98,9.25,50.62,2.28,48.61
"ABCC2211-13",2022-11-01,"C","Lighthouse",7,64.01,51.64,29.09,63.89,0.97,8.46,53.26,2.22,50.23
"ABCC2211-14",2022-11-01,"C","Lighthouse",7,82.08,52.37,40.71,139.26,0.98,19.55,115.94,2.82,104.5
"ABCC2211-15",2022-11-01,"C","Lighthouse",7,87.37,63.76,40.56,175.51,0.99,23.83,143.83,4.15,128.97
"ABCC2211-16",2022-11-01,"C","Lighthouse",7,62.68,53.39,29.08,56.69,0.99,9.06,47.63,2.14,45.68
"ABCC2211-17",2022-11-01,"C","Lighthouse",7,76.23,59.34,38.89,123.88,0.99,20.23,97.84,3.88,91.38
"ABCC2211-01",2022-11-01,"C","Halfmoon",6,72.91,55.95,26.04,85.2,0.99,12.79,69.12,2.92,66.53
"ABCC2211-02",2022-11-01,"C","Halfmoon",6,67.03,45.86,24.45,56.42,0.99,6.6,46.66,2.2,45.25
"ABCC2211-03",2022-11-01,"C","Halfmoon",6,88.75,55.63,42.48,122.1,1.01,14.89,96.97,3.38,90.81
"ABCC2211-04",2022-11-01,"C","Halfmoon",6,70.22,44.76,26.02,54.37,1.01,9.75,41.47,2.82,39.32
"ABCC2211-05",2022-11-01,"C","Halfmoon",6,62.17,48.97,29.58,64.46,1,7.79,54.49,2.31,52.84
"ABCC2211-06",2022-11-01,"C","Halfmoon",6,61.45,41.9,23.72,50.28,1.01,5.79,42.52,2.05,40.99
"ABCC2211-07",2022-11-01,"C","Halfmoon",6,60.26,53.01,28.62,43.97,1,8.24,33.22,2.39,31.47
"ABWC2210-13",2022-10-05,"W","Cabbage Top",2,75.72,58.2,41.6,147.88,0.99,11.98,124.98,3.32,120.79
"ABWC2210-14",2022-10-05,"W","Cabbage Top",2,48.01,36.44,21.93,32.49,1,5.03,26.69,1.98,25.22
"ABWC2210-15",2022-10-05,"W","Cabbage Top",2,73.79,51.04,30.63,82.31,1,8.07,68.19,2.57,65.43
"ABWC2210-16",2022-10-05,"W","Cabbage Top",2,76.7,62.16,44.75,155.15,0.96,13.93,125.33,3.62,116.87
"ABWC2210-17",2022-10-05,"W","Cabbage Top",2,51.73,37.72,24.21,44.78,0.99,6.66,36.46,2.19,34.78
"ABWC2210-18",2022-10-05,"W","Cabbage Top",2,72.24,57.51,34.96,115.46,1,9.94,99.41,2.7,94.19
"ABWC2210-19",2022-10-05,"W","Cabbage Top",2,86.53,61.65,43.77,201.72,0.99,18.17,162.7,4.09,153.16
"ABWC2210-20",2022-10-05,"W","Cabbage Top",2,76.88,65.03,43.79,131.09,0.98,11.36,104.47,2.4,97.16
"ABWC2210-21",2022-10-05,"W","Cabbage Top",2,88.37,67.45,40.47,169.78,0.99,8.44,138.46,1.79,129.56
"ABWC2210-22",2022-10-05,"W","Cabbage Top",2,95.14,76.2,51.42,253.4,2.23,14.41,207.17,3.71,197.58
"ABWC2210-23",2022-10-05,"W","Cabbage Top",2,87.81,67.74,40.6,194.52,1.01,15.49,161.06,3.87,148.92
"ABWC2210-24",2022-10-05,"W","Cabbage Top",2,88.15,62.32,41.98,208.32,1,15,176.88,3.87,165.77
"ABWC2210-25",2022-10-05,"W","Cabbage Top",2,43.94,37.35,17.76,20.82,0.98,4.51,15.66,1.79,14.3
"ABWC2210-01",2022-10-05,"W","Paradise Flats",1,92.96,71.75,47.1,237.6,1,18.97,192.03,4.2,179.39
"ABWC2210-02",2022-10-05,"W","Paradise Flats",1,76.04,62.46,38.33,123.55,0.97,15.13,97.96,4.07,90.92
"ABWC2210-03",2022-10-05,"W","Paradise Flats",1,71.62,59.03,32.82,102.07,0.99,10.04,80.72,2.6,74.85
"ABWC2210-04",2022-10-05,"W","Paradise Flats",1,113.55,74.21,56.24,319.7,2.26,21.39,251.4,4.99,230.1
"ABWC2210-05",2022-10-05,"W","Paradise Flats",1,79.83,59.9,46.45,144.64,1.02,14.9,113.49,3.34,106.71
"ABWC2210-06",2022-10-05,"W","Paradise Flats",1,74.26,57.19,34.99,131.9,1.01,11.32,109.04,3.17,103.23
"ABWC2210-07",2022-10-05,"W","Paradise Flats",1,96.07,74.21,39.32,192.02,1.03,16.03,151.23,3.68,137.91
"ABWC2210-08",2022-10-05,"W","Paradise Flats",1,95.41,76.94,53.21,270.4,2.23,23.5,220.7,6.34,204.16
"ABWC2210-09",2022-10-05,"W","Paradise Flats",1,68.14,49.72,34.12,90.33,1.01,9.63,71.62,2.73,65.84
"ABWC2210-10",2022-10-05,"W","Paradise Flats",1,73.23,51.49,38.85,120.61,0.99,12.21,99.73,2.97,93.06
"ABWC2210-11",2022-10-05,"W","Paradise Flats",1,90.15,64.96,32.5,199.14,0.99,21.03,163.02,4.06,148.36
"ABWC2210-12",2022-10-05,"W","Paradise Flats",1,87.47,61.52,43.7,168.93,0.98,12.94,137.54,3.48,130.13
"ABEC2210-18",2022-10-05,"E","Easthole",12,72.4,53.29,27.89,72.21,1,10.35,51.65,2.55,48.82
"ABEC2210-19",2022-10-05,"E","Easthole",12,71.61,55.9,36.19,92.81,1,12.29,74.71,2.98,67.69
"ABEC2210-20",2022-10-05,"E","Easthole",12,56.11,41.54,28.52,45.55,0.99,6.51,34.84,2.11,31.39
"ABEC2210-21",2022-10-05,"E","Easthole",12,62.82,41.8,24.78,47.79,0.99,6.78,36.9,2.11,33.78
"ABEC2210-22",2022-10-05,"E","Easthole",12,63.39,52.27,29.99,73.27,0.99,7.2,60.92,2.21,58.76
"ABEC2210-23",2022-10-05,"E","Easthole",12,71.86,49.58,33.37,74.11,1.01,7.24,65.84,2.17,62.86
"ABEC2210-24",2022-10-05,"E","Easthole",12,76.29,63.78,42.72,141.95,1,12.43,118.44,2.85,106.39
"ABEC2210-25",2022-10-05,"E","Easthole",12,74,67.26,38.27,119.2,1.01,11.94,99.48,2.25,88.08
"ABEC2210-01",2022-10-05,"E","Cat Point",11,63.36,49.11,31.23,69.06,0.99,8.78,54.21,2.18,48.62
"ABEC2210-02",2022-10-05,"E","Cat Point",11,55.62,44.35,28.26,54.55,0.99,5.13,45.72,1.67,43.03
"ABEC2210-03",2022-10-05,"E","Cat Point",11,47.28,39.75,19.53,29.62,1,6.28,21.53,1.94,19.92
"ABEC2210-04",2022-10-05,"E","Cat Point",11,48.51,48.74,25.56,43.6,0.99,7.11,35.18,1.86,32.39
"ABEC2210-05",2022-10-05,"E","Cat Point",11,50.39,41.48,24.55,36.17,1,4.86,28.86,1.66,26.77
"ABEC2210-06",2022-10-05,"E","Cat Point",11,70.6,59.69,36.21,108.92,1,10.58,88.59,2.97,80.08
"ABEC2210-07",2022-10-05,"E","Cat Point",11,62.46,60.29,31.92,97.94,1,9.33,80.3,2.18,72.52
"ABEC2210-08",2022-10-05,"E","Cat Point",11,61.18,57.55,30.99,77.98,1,12.67,58.42,2.58,52.59
"ABEC2210-09",2022-10-05,"E","Cat Point",11,67.61,66.19,31.74,102.71,1,9.6,83.82,2.34,78.38
"ABEC2210-10",2022-10-05,"E","Cat Point",11,49.49,42.47,24.31,27.37,0.99,5.3,18.43,1.77,16.39
"ABEC2210-11",2022-10-05,"E","Cat Point",11,57.03,46.43,26.19,47.64,1.01,7.06,40.38,1.95,37.46
"ABEC2210-12",2022-10-05,"E","Cat Point",11,63.29,50.78,35.66,71.29,1,5.52,56.43,1.38,51.4
"ABEC2210-13",2022-10-05,"E","Cat Point",11,89.85,67.96,37.39,141.6,1.01,14.82,108.55,2.86,88.84
"ABEC2210-14",2022-10-05,"E","Cat Point",11,86.04,61.32,40.44,148.93,0.99,11.11,125.54,2.84,115.93
"ABEC2210-15",2022-10-05,"E","Cat Point",11,79.27,59.13,33.15,98.88,0.99,13.09,76.19,2.67,71.39
"ABEC2210-16",2022-10-05,"E","Cat Point",11,54.42,39.66,25.52,44.67,1,5.72,36.75,1.84,35.07
"ABEC2210-17",2022-10-05,"E","Cat Point",11,79.51,67.71,38.81,130.45,1,13.54,106.51,2.96,93.56
"ABCC2210-17",2022-10-05,"C","Hotel",9,57.69,44.73,26.63,58.62,1.02,7.32,46.8,1.99,42.07
"ABCC2210-18",2022-10-05,"C","Hotel",9,62.83,47.07,38.24,85.36,0.97,7.62,68.24,2.11,62.36
"ABCC2210-19",2022-10-05,"C","Hotel",9,47.76,44.47,26.62,42.63,0.99,5.71,33.32,2.07,30.51
"ABCC2210-20",2022-10-05,"C","Hotel",9,67.27,54.87,44.33,97.11,1.01,8.57,77.2,2.41,67.57
"ABCC2210-21",2022-10-05,"C","Hotel",9,61.41,47.41,28.48,69.84,0.99,7.12,58.45,2.07,55.95
"ABCC2210-22",2022-10-05,"C","Hotel",9,49.12,42.08,24.28,37.77,0.99,5.48,30.17,1.81,27.85
"ABCC2210-23",2022-10-05,"C","Hotel",9,83.68,69.54,33.79,162.49,1.02,14.87,129.71,3.04,113.42
"ABCC2210-24",2022-10-05,"C","Hotel",9,64.87,54.03,33.1,71.08,0.98,8.3,56.16,2.35,49.86
"ABCC2210-25",2022-10-05,"C","Hotel",9,50.98,43.12,27.2,47.05,0.99,5.31,38.06,1.92,35.35
"ABCC2210-09",2022-10-05,"C","Lighthouse",7,69.56,53.24,23.93,75.68,0.99,7.77,61.27,2.17,55.82
"ABCC2210-10",2022-10-05,"C","Lighthouse",7,66.41,39.64,26.23,49.46,0.98,5.23,41.08,1.85,39.31
"ABCC2210-11",2022-10-05,"C","Lighthouse",7,69.4,48.13,23.65,59.41,0.98,8.15,45.1,2.26,42.17
"ABCC2210-12",2022-10-05,"C","Lighthouse",7,62.27,50.27,21.75,60.33,1.01,6.55,48.97,2.13,46.77
"ABCC2210-13",2022-10-05,"C","Lighthouse",7,68.98,52.31,30.6,63.29,0.99,10.46,43.95,2.46,39.86
"ABCC2210-14",2022-10-05,"C","Lighthouse",7,59.25,46.86,31.83,61.39,0.97,7.33,50.49,2.04,47.48
"ABCC2210-15",2022-10-05,"C","Lighthouse",7,66.9,45.18,38.86,55.53,0.98,8.18,40.84,2.29,36.91
"ABCC2210-16",2022-10-05,"C","Lighthouse",7,59.6,47.51,22.57,49.39,1.02,6.51,39.39,2.16,36.55
"ABCC2210-01",2022-10-05,"C","Halfmoon",6,60.04,54.28,22.8,55.66,1.01,8.5,42.04,2.21,39.45
"ABCC2210-02",2022-10-05,"C","Halfmoon",6,82.63,56.86,34.16,119.98,0.98,21.93,84.7,3.71,79.18
"ABCC2210-03",2022-10-05,"C","Halfmoon",6,63.91,49.56,24.93,64.69,0.98,8.15,51.23,2.23,48.07
"ABCC2210-04",2022-10-05,"C","Halfmoon",6,65.1,48.43,21.27,53.5,0.98,6.71,42.62,2.03,40.02
"ABCC2210-05",2022-10-05,"C","Halfmoon",6,70.04,50.9,26.73,69.07,0.98,9.92,52.17,2.18,47.2
"ABCC2210-06",2022-10-05,"C","Halfmoon",6,55.37,41.43,25.82,48.37,0.99,5.79,40.21,1.91,38.74
"ABCC2210-07",2022-10-05,"C","Halfmoon",6,52.71,43.5,20.77,37.66,0.98,2.91,28.65,1.28,26.74
"ABCC2210-08",2022-10-05,"C","Halfmoon",6,64.32,45.04,27.33,66.85,0.98,6.61,56.05,1.89,53.08
"ABWC2209-14",2022-09-02,"W","Cabbage Top",2,66.74,49,22.4,59.87,1,4.91,50.6,1.53,48.67
"ABWC2209-15",2022-09-02,"W","Cabbage Top",2,56.07,42.25,22.63,56.96,0.99,6.12,45.88,1.77,40.83
"ABWC2209-16",2022-09-02,"W","Cabbage Top",2,61.52,44.46,25.5,54.86,1,5,47.94,1.54,45.19
"ABWC2209-17",2022-09-02,"W","Cabbage Top",2,72.81,65.28,36.89,130.1,1,11.35,110.48,2.42,105.38
"ABWC2209-18",2022-09-02,"W","Cabbage Top",2,81.51,58.1,34.23,126.09,1.01,11.17,106.35,2.48,102
"ABWC2209-19",2022-09-02,"W","Cabbage Top",2,96.04,70.29,49.17,242.7,2.32,16.1,197.95,4.17,184.45
"ABWC2209-20",2022-09-02,"W","Cabbage Top",2,76.04,59.04,35.49,126.61,1,10.82,103.69,2.01,98.73
"ABWC2209-21",2022-09-02,"W","Cabbage Top",2,80.84,55.24,39.12,144.98,1,10.78,124.16,2.4,116.1
"ABWC2209-22",2022-09-02,"W","Cabbage Top",2,68.31,52.44,31.43,87.16,0.98,8.46,72.63,2.13,68.94
"ABWC2209-23",2022-09-02,"W","Cabbage Top",2,77.71,64.65,33.91,124.28,1.01,11.25,106.13,2.1,100.55
"ABWC2209-24",2022-09-02,"W","Cabbage Top",2,72.73,54.84,34.12,116.24,0.99,8.96,95.64,1.85,90.52
"ABWC2209-25",2022-09-02,"W","Cabbage Top",2,74.07,53.01,34.62,115.42,0.99,8.54,95.42,2.21,90.89
"ABWC2209-01",2022-09-02,"W","Paradise Flats",1,81.43,60.61,43.46,145.02,0.98,9.47,126.94,2,121.65
"ABWC2209-02",2022-09-02,"W","Paradise Flats",1,105.22,80.72,42.27,242.3,2.26,17.45,198.9,3.74,186.85
"ABWC2209-03",2022-09-02,"W","Paradise Flats",1,80.81,57.29,32.62,116.96,1.01,8.6,99.13,1.97,94.64
"ABWC2209-04",2022-09-02,"W","Paradise Flats",1,95.15,76.42,47.42,245.4,2.32,19.86,198.86,4.8,186.34
"ABWC2209-05",2022-09-02,"W","Paradise Flats",1,105.38,70.24,48.08,231.1,2.22,18.33,199.67,3.84,183.51
"ABWC2209-06",2022-09-02,"W","Paradise Flats",1,73.95,69.05,35.11,118.87,0.97,18.33,91.35,4.18,86.75
"ABWC2209-07",2022-09-02,"W","Paradise Flats",1,94.6,79.22,44.88,264.8,2.29,22.24,215.31,5.35,204.68
"ABWC2209-08",2022-09-02,"W","Paradise Flats",1,84.98,62.49,45.01,211,1,18.21,168.38,3.42,156.23
"ABWC2209-09",2022-09-02,"W","Paradise Flats",1,74.98,59.27,43.23,135.31,1.01,8.16,112.89,1.94,106.41
"ABWC2209-10",2022-09-02,"W","Paradise Flats",1,66.48,47.43,20.37,47.68,1,6.88,37.25,1.98,34.36
"ABWC2209-11",2022-09-02,"W","Paradise Flats",1,76.12,59.71,38.1,137.72,1,8.87,115.72,2.05,112.59
"ABWC2209-12",2022-09-02,"W","Paradise Flats",1,86.02,68.69,47.03,188.4,0.99,17.96,147.52,3.81,140.22
"ABWC2209-13",2022-09-02,"W","Paradise Flats",1,80.89,68.35,47.87,210.59,0.97,19.28,168.63,4.59,161.44
"ABEC2209-18",2022-09-02,"E","Bulkhead",15,62.21,45.56,22.47,58.59,1,5.64,49.19,1.68,45.79
"ABEC2209-19",2022-09-02,"E","Bulkhead",15,62.55,37.82,18.29,32.13,0.97,7.49,21.12,1.99,19.17
"ABEC2209-20",2022-09-02,"E","Bulkhead",15,63.78,42.06,20.03,40.37,0.98,5.79,30.46,1.66,27.72
"ABEC2209-21",2022-09-02,"E","Bulkhead",15,60.34,35.17,19.8,30.79,0.96,5.62,22.47,1.58,19.69
"ABEC2209-22",2022-09-02,"E","Bulkhead",15,56.54,35.85,14.32,25.76,0.96,4.37,17.84,1.46,16.11
"ABEC2209-23",2022-09-02,"E","Bulkhead",15,51.61,36.77,18.34,29.37,1.01,4.29,22.51,1.52,21.56
"ABEC2209-24",2022-09-02,"E","Bulkhead",15,63.72,42.94,18.35,45.26,0.99,6.13,39.2,1.65,37.86
"ABEC2209-25",2022-09-02,"E","Bulkhead",15,57.83,37.72,21.95,44.11,0.99,5.61,36.69,1.65,34.1
"ABEC2209-10",2022-09-02,"E","Easthole",12,59.55,46.9,28.08,54.51,1,9.45,42.76,2.15,39.82
"ABEC2209-11",2022-09-02,"E","Easthole",12,66.82,39.76,25.39,47.47,0.98,6.96,38.05,1.85,35.04
"ABEC2209-12",2022-09-02,"E","Easthole",12,71.99,53.64,27.54,88.12,1,8.01,72.96,2.11,68.82
"ABEC2209-13",2022-09-02,"E","Easthole",12,76.14,46.81,31.16,61.63,1.02,9.36,44.21,2.38,41.12
"ABEC2209-14",2022-09-02,"E","Easthole",12,61.43,41.83,18.48,36.22,1,5.06,27.23,1.68,25.48
"ABEC2209-15",2022-09-02,"E","Easthole",12,74.55,50.76,31.29,96.89,1,9.09,76.73,2.15,71.52
"ABEC2209-16",2022-09-02,"E","Easthole",12,63.13,46.85,27.55,70.34,0.99,7.72,57.63,2.05,54.98
"ABEC2209-17",2022-09-02,"E","Easthole",12,66.08,34.68,25.86,39.34,1,5.33,34.46,1.73,33.54
"ABEC2209-01",2022-09-02,"E","Cat Point",11,88.75,63.31,40.18,167.11,1.01,11.97,137.31,2.26,127.36
"ABEC2209-02",2022-09-02,"E","Cat Point",11,64.46,48.72,24.16,63.43,0.93,7.31,53.4,1.83,50.88
"ABEC2209-03",2022-09-02,"E","Cat Point",11,84.01,54.28,30.36,109.45,0.94,14.09,84.33,2.35,75.93
"ABEC2209-04",2022-09-02,"E","Cat Point",11,58.58,49.94,23.99,61.49,0.94,6.13,53.42,1.81,51.37
"ABEC2209-05",2022-09-02,"E","Cat Point",11,61.61,49.37,31.06,52.58,0.98,6.24,40.77,1.71,38.51
"ABEC2209-06",2022-09-02,"E","Cat Point",11,87.49,63.13,35.27,132.94,0.98,13.09,100,2.58,93.81
"ABEC2209-07",2022-09-02,"E","Cat Point",11,92.07,58.05,38.21,113.77,0.95,10.09,88.9,2.24,81.29
"ABEC2209-08",2022-09-02,"E","Cat Point",11,78.88,55.48,32.43,96.9,0.95,11.93,80.65,2.51,75.01
"ABEC2209-09",2022-09-02,"E","Cat Point",11,73.09,52.97,30.53,85,0.97,10.84,67.37,2.23,62.55
"ABCC2209-17",2022-09-02,"C","Hotel",9,94.09,61.9,41.64,179.11,1.01,17.27,143.98,3.07,126.43
"ABCC2209-18",2022-09-02,"C","Hotel",9,80.44,57.42,41.64,140.5,1,16.04,112.02,2.54,94.19
"ABCC2209-19",2022-09-02,"C","Hotel",9,66.6,55.22,30.91,93.88,1.01,10.27,71.41,2.18,62.48
"ABCC2209-20",2022-09-02,"C","Hotel",9,71.89,56.63,33.03,106.22,1.02,10.27,86.21,2.26,78.58
"ABCC2209-21",2022-09-02,"C","Hotel",9,53.49,51.62,27.76,49.22,0.99,6.6,39.4,1.77,36.87
"ABCC2209-22",2022-09-02,"C","Hotel",9,67.07,52.21,30.86,81.44,1.03,7.37,68.55,1.91,61.17
"ABCC2209-23",2022-09-02,"C","Hotel",9,72.62,67.45,34.72,95.22,1.02,11.24,69.39,2.33,62.81
"ABCC2209-24",2022-09-02,"C","Hotel",9,56.83,46.42,31.72,51.45,1.02,6.99,35.69,1.88,28.45
"ABCC2209-25",2022-09-02,"C","Hotel",9,84.48,59.58,39.56,130.75,0.99,11.66,104.79,2.54,94.77
"ABCC2209-09",2022-09-02,"C","Lighthouse",7,58.48,40.91,17.24,35.55,0.99,5.49,27.39,1.61,25.51
"ABCC2209-10",2022-09-02,"C","Lighthouse",7,92.72,61.54,32.37,116.48,1,14.53,100.22,2.65,95.54
"ABCC2209-11",2022-09-02,"C","Lighthouse",7,64.21,44.58,23.16,46.97,1,10.08,34.56,2.15,31.38
"ABCC2209-12",2022-09-02,"C","Lighthouse",7,92.49,72.41,39.28,109.67,0.97,16.92,74.26,2.7,65.73
"ABCC2209-13",2022-09-02,"C","Lighthouse",7,75.02,48.4,25.93,69.85,0.99,12.09,54.63,2.2,51.21
"ABCC2209-14",2022-09-02,"C","Lighthouse",7,77.52,57.05,28.64,83.06,0.95,9.88,61.18,2.28,57.69
"ABCC2209-15",2022-09-02,"C","Lighthouse",7,79.68,55.29,20.5,61.23,0.98,7.96,49.41,1.83,45.36
"ABCC2209-16",2022-09-02,"C","Lighthouse",7,60.46,46.98,26.22,53.41,1.01,7.19,42.9,1.92,41.37
"ABCC2209-01",2022-09-02,"C","Halfmoon",6,55.06,60.54,34.64,77.6,1.02,7.94,66.62,1.94,63.36
"ABCC2209-02",2022-09-02,"C","Halfmoon",6,57.25,42.51,29,58.55,0.97,7.73,48.66,1.79,46.56
"ABCC2209-03",2022-09-02,"C","Halfmoon",6,65.97,45.15,21.54,53.4,0.99,7.56,44.83,1.89,43.18
"ABCC2209-04",2022-09-02,"C","Halfmoon",6,55.63,40.52,28.26,50.41,0.97,7.2,41.14,1.81,39.4
"ABCC2209-05",2022-09-02,"C","Halfmoon",6,63.9,46.57,30.9,74.56,0.97,7.43,63.59,1.61,61.18
"ABCC2209-06",2022-09-02,"C","Halfmoon",6,57.97,39.7,31,58.12,1,5.08,49.21,1.53,46.24
"ABCC2209-07",2022-09-02,"C","Halfmoon",6,53.67,45.99,22.53,36.89,1.02,4.28,33.11,1.48,31.5
"ABCC2209-08",2022-09-02,"C","Halfmoon",6,61.83,49.02,24.93,46.78,1,8.16,36.1,2.07,33.95
"ABWC2208-13",2022-08-01,"W","Cabbage Top",2,82.64,70.98,42.02,213.93,0.99,12.55,180.53,2.43,168.26
"ABWC2208-14",2022-08-01,"W","Cabbage Top",2,74.43,73.61,28.86,112.07,0.98,7.8,97.95,2.26,94.62
"ABWC2208-15",2022-08-01,"W","Cabbage Top",2,65.88,65.05,32.17,103.21,1.04,7.52,87.46,2.08,84.53
"ABWC2208-16",2022-08-01,"W","Cabbage Top",2,70.44,59.78,38.64,90.9,1,10.3,73.13,2.66,71
"ABWC2208-17",2022-08-01,"W","Cabbage Top",2,83.59,73.01,45.86,178.01,1.05,15.55,141.44,3.7,133.82
"ABWC2208-18",2022-08-01,"W","Cabbage Top",2,49.18,48.34,17.43,32.05,1.05,5.04,24.19,1.73,22.99
"ABWC2208-19",2022-08-01,"W","Cabbage Top",2,110.62,79.74,45.66,306.7,2.23,22.53,259.5,5.64,247.8
"ABWC2208-20",2022-08-01,"W","Cabbage Top",2,98.66,86.77,45.27,296.3,2.24,25.39,241.3,5.29,227.9
"ABWC2208-21",2022-08-01,"W","Cabbage Top",2,89.94,76.7,52.85,257.3,1.04,13.04,212.04,2.39,196.49
"ABWC2208-22",2022-08-01,"W","Cabbage Top",2,43.4,35.66,17.22,24.46,1.02,3.69,19.41,1.47,18.36
"ABWC2208-23",2022-08-01,"W","Cabbage Top",2,119.61,77.26,44.63,317.4,2.24,29.77,240.7,4.68,219.05
"ABWC2208-24",2022-08-01,"W","Cabbage Top",2,78.47,64.6,36.17,141.84,1.04,11.34,114.48,2.7,110.07
"ABWC2208-25",2022-08-01,"W","Cabbage Top",2,82.08,58.34,39.75,148.92,0.98,8.36,129.39,2.16,121.71
"ABWC2208-01",2022-08-01,"W","Paradise Flats",1,85.5,66.21,38.83,142.52,0.97,13.38,110.68,3.48,103.7
"ABWC2208-02",2022-08-01,"W","Paradise Flats",1,90.77,79.32,49.72,211,1.03,21.12,188.5,4.07,178.02
"ABWC2208-03",2022-08-01,"W","Paradise Flats",1,62.21,58.5,26.08,90.05,0.99,9.6,70.07,2.52,66.82
"ABWC2208-04",2022-08-01,"W","Paradise Flats",1,106.22,84.58,43.7,292.9,0.98,20.18,231.6,3.54,214.61
"ABWC2208-05",2022-08-01,"W","Paradise Flats",1,72.11,66.79,33.28,125.22,0.98,12.68,102.12,2.56,97.88
"ABWC2208-06",2022-08-01,"W","Paradise Flats",1,82.27,66.61,40.27,150.93,1,16.8,124.18,3.42,118.24
"ABWC2208-07",2022-08-01,"W","Paradise Flats",1,95.74,74.94,39.95,252.3,0.99,20.66,208.01,4.53,200.81
"ABWC2208-08",2022-08-01,"W","Paradise Flats",1,96.71,75.04,49.79,289.5,0.99,16.85,237.4,3.34,226.6
"ABWC2208-09",2022-08-01,"W","Paradise Flats",1,83.88,62.5,47,205.08,1.03,11.15,174.51,2.37,165.29
"ABWC2208-10",2022-08-01,"W","Paradise Flats",1,83.23,68.67,44.04,176.34,1,14.16,149.31,3.48,144.89
"ABWC2208-11",2022-08-01,"W","Paradise Flats",1,81.2,67.1,46.2,168.93,0.96,13.07,140.72,2.84,134.18
"ABWC2208-12",2022-08-01,"W","Paradise Flats",1,86.19,62.46,29.32,131.45,1,15.29,100.77,3.71,95.4
